teste,livro,tempo_ms
1,livro1.txt,2823.0981826782227
1,livro2.txt,4633.851051330566
1,livro3.txt,5902.640819549561
1,livro4.txt,9076.484441757202
1,livro5.txt,6035.608530044556
2,livro1.txt,2829.4758796691895
2,livro2.txt,3625.2572536468506
2,livro3.txt,3631.79874420166
2,livro4.txt,5638.49663734436
2,livro5.txt,9349.395036697388
3,livro1.txt,2424.9892234802246
3,livro2.txt,2867.957592010498
3,livro3.txt,3632.4148178100586
3,livro4.txt,4834.084749221802
3,livro5.txt,6031.867027282715
4,livro1.txt,3630.1088333129883
4,livro2.txt,3626.344919204712
4,livro3.txt,3677.5741577148438
4,livro4.txt,5341.861724853516
4,livro5.txt,8652.442455291748
5,livro1.txt,2822.469711303711
5,livro2.txt,4886.78765296936
5,livro3.txt,4569.326400756836
5,livro4.txt,4042.729377746582
5,livro5.txt,4432.983875274658
6,livro1.txt,2819.00954246521
6,livro2.txt,3228.7518978118896
6,livro3.txt,4136.963605880737
6,livro4.txt,4051.734685897827
6,livro5.txt,14760.905265808105
7,livro1.txt,3628.856420516968
7,livro2.txt,3734.4906330108643
7,livro3.txt,3635.9329223632812
7,livro4.txt,3781.3713550567627
7,livro5.txt,5477.99277305603
8,livro1.txt,4211.986780166626
8,livro2.txt,2826.9217014312744
8,livro3.txt,4034.3785285949707
8,livro4.txt,5227.816581726074
8,livro5.txt,7218.998670578003
9,livro1.txt,2426.9938468933105
9,livro2.txt,4030.841827392578
9,livro3.txt,4034.7421169281006
9,livro4.txt,5351.402997970581
9,livro5.txt,5445.524215698242
10,livro1.txt,3726.9067764282227
10,livro2.txt,3626.626968383789
10,livro3.txt,3635.699510574341
10,livro4.txt,5781.890153884888
10,livro5.txt,10322.788715362549
11,livro1.txt,2415.7538414001465
11,livro2.txt,3716.266870498657
11,livro3.txt,4054.62384223938
11,livro4.txt,3610.1624965667725
11,livro5.txt,7483.602046966553
12,livro1.txt,3219.1145420074463
12,livro2.txt,3214.003324508667
12,livro3.txt,8249.060869216919
12,livro4.txt,3629.0218830108643
12,livro5.txt,6024.620771408081
13,livro1.txt,2522.305488586426
13,livro2.txt,3221.369504928589
13,livro3.txt,4057.2683811187744
13,livro4.txt,3630.2132606506348
13,livro5.txt,4830.013036727905
14,livro1.txt,4220.3099727630615
14,livro2.txt,3223.63543510437
14,livro3.txt,3616.548776626587
14,livro4.txt,6552.488565444946
14,livro5.txt,8276.986360549927
15,livro1.txt,3212.266445159912
15,livro2.txt,4139.760971069336
15,livro3.txt,4018.7106132507324
15,livro4.txt,9140.371084213257
15,livro5.txt,5223.335266113281
16,livro1.txt,2419.0289974212646
16,livro2.txt,4127.7501583099365
16,livro3.txt,3608.928918838501
16,livro4.txt,6228.978395462036
16,livro5.txt,7271.33584022522
17,livro1.txt,4165.269613265991
17,livro2.txt,3879.1050910949707
17,livro3.txt,3617.14768409729
17,livro4.txt,6278.179883956909
17,livro5.txt,6435.556411743164
18,livro1.txt,2831.4075469970703
18,livro2.txt,2827.7604579925537
18,livro3.txt,4034.8503589630127
18,livro4.txt,5241.394519805908
18,livro5.txt,4876.261472702026
19,livro1.txt,2831.0720920562744
19,livro2.txt,3636.7244720458984
19,livro3.txt,4182.324171066284
19,livro4.txt,5309.988975524902
19,livro5.txt,4058.8979721069336
20,livro1.txt,3725.6743907928467
20,livro2.txt,3668.027639389038
20,livro3.txt,4018.6169147491455
20,livro4.txt,5568.602561950684
20,livro5.txt,5229.0709018707275
