teste,tempo_ms
1,1016.3521766662598
2,11.963844299316406
3,10.693073272705078
4,14.931440353393555
5,17.22574234008789
6,10.915279388427734
7,18.263578414916992
8,11.993169784545898
9,20.275592803955078
10,15.687227249145508
11,1016.373872756958
12,10.895252227783203
13,10.783195495605469
14,10.494709014892578
15,12.578487396240234
16,14.187097549438477
17,13.164520263671875
18,12.725830078125
19,10.843753814697266
20,11.002540588378906
