teste,livro,tempo_ms
1,livro1.txt,4254.520416259766
1,livro2.txt,4235.280513763428
1,livro3.txt,3683.6955547332764
1,livro4.txt,6876.905679702759
1,livro5.txt,8204.254150390625
2,livro1.txt,7355.977535247803
2,livro2.txt,5492.260217666626
2,livro3.txt,5243.558406829834
2,livro4.txt,7948.105573654175
2,livro5.txt,6448.976755142212
3,livro1.txt,4856.550455093384
3,livro2.txt,7649.750471115112
3,livro3.txt,4930.795669555664
3,livro4.txt,6038.302421569824
3,livro5.txt,10115.287780761719
4,livro1.txt,3631.6068172454834
4,livro2.txt,3672.520875930786
4,livro3.txt,6033.132314682007
4,livro4.txt,7687.570095062256
4,livro5.txt,11280.099391937256
5,livro1.txt,4253.030776977539
5,livro2.txt,4845.703125
5,livro3.txt,7630.1422119140625
5,livro4.txt,7642.755508422852
5,livro5.txt,7444.664239883423
6,livro1.txt,2930.202007293701
6,livro2.txt,3228.4724712371826
6,livro3.txt,6535.622119903564
6,livro4.txt,10635.325908660889
6,livro5.txt,5586.60626411438
7,livro1.txt,3849.353790283203
7,livro2.txt,3230.506658554077
7,livro3.txt,7307.6465129852295
7,livro4.txt,6440.109014511108
7,livro5.txt,15483.510494232178
8,livro1.txt,5588.636159896851
8,livro2.txt,3225.816249847412
8,livro3.txt,4938.029050827026
8,livro4.txt,6034.034013748169
8,livro5.txt,4041.2797927856445
9,livro1.txt,2826.051950454712
9,livro2.txt,4533.4436893463135
9,livro3.txt,7492.3224449157715
9,livro4.txt,6704.700946807861
9,livro5.txt,11512.375116348267
10,livro1.txt,2827.540636062622
10,livro2.txt,3227.996349334717
10,livro3.txt,4024.566411972046
10,livro4.txt,7250.260353088379
10,livro5.txt,5215.928316116333
11,livro1.txt,6188.641548156738
11,livro2.txt,4701.679944992065
11,livro3.txt,5214.450359344482
11,livro4.txt,5640.220165252686
11,livro5.txt,17270.74694633484
12,livro1.txt,7473.752737045288
12,livro2.txt,3848.257303237915
12,livro3.txt,3657.4437618255615
12,livro4.txt,10673.52032661438
12,livro5.txt,5429.471015930176
13,livro1.txt,2967.4806594848633
13,livro2.txt,5103.235244750977
13,livro3.txt,5494.346380233765
13,livro4.txt,4927.72364616394
13,livro5.txt,5265.265464782715
14,livro1.txt,2967.6661491394043
14,livro2.txt,4033.1265926361084
14,livro3.txt,5265.138387680054
14,livro4.txt,10882.669925689697
14,livro5.txt,15433.978796005249
15,livro1.txt,2475.623607635498
15,livro2.txt,5994.939804077148
15,livro3.txt,3634.432077407837
15,livro4.txt,5534.498691558838
15,livro5.txt,11477.100849151611
16,livro1.txt,3832.883834838867
16,livro2.txt,4232.622385025024
16,livro3.txt,5234.571695327759
16,livro4.txt,9916.833400726318
16,livro5.txt,6951.098203659058
17,livro1.txt,3917.5524711608887
17,livro2.txt,7007.72762298584
17,livro3.txt,6242.339134216309
17,livro4.txt,4437.849521636963
17,livro5.txt,5633.087873458862
18,livro1.txt,5629.81915473938
18,livro2.txt,4649.250745773315
18,livro3.txt,4883.56351852417
18,livro4.txt,5781.024694442749
18,livro5.txt,6943.917989730835
19,livro1.txt,3224.7908115386963
19,livro2.txt,5265.542268753052
19,livro3.txt,4828.6426067352295
19,livro4.txt,6146.263837814331
19,livro5.txt,18607.229948043823
20,livro1.txt,3337.131977081299
20,livro2.txt,3332.1142196655273
20,livro3.txt,6033.312559127808
20,livro4.txt,7870.154857635498
20,livro5.txt,7244.835376739502
