teste,tempo_ms
1,1460.914134979248
2,1241.0719394683838
3,621.5834617614746
4,620.7253932952881
5,624.0766048431396
6,621.5245723724365
7,619.384765625
8,1630.746603012085
9,623.9893436431885
10,2671.5900897979736
11,620.0721263885498
12,622.816801071167
13,1235.7151508331299
14,613.4517192840576
15,619.1303730010986
16,622.7803230285645
17,621.1421489715576
18,622.5969791412354
19,619.6138858795166
20,1450.05202293396
21,621.5674877166748
22,622.3094463348389
23,626.3406276702881
24,615.8878803253174
25,2658.4911346435547
26,1446.5272426605225
27,620.288610458374
28,623.755931854248
29,626.3899803161621
30,621.0129261016846
31,621.2458610534668
32,621.8628883361816
33,620.558500289917
34,621.5105056762695
35,1254.3151378631592
36,620.8333969116211
37,622.300386428833
38,622.1215724945068
39,619.3654537200928
40,1489.9523258209229
41,621.9766139984131
42,620.7902431488037
43,1232.1176528930664
44,624.3062019348145
45,620.7668781280518
46,621.8862533569336
47,624.0849494934082
48,623.1632232666016
49,622.791051864624
50,617.6743507385254
51,621.8492984771729
52,1882.401943206787
53,623.6238479614258
54,624.3147850036621
55,622.685432434082
56,1248.9869594573975
57,1228.7652492523193
58,1634.594202041626
59,620.0962066650391
60,1899.855613708496
61,623.7010955810547
62,1623.8253116607666
63,623.4879493713379
64,622.9648590087891
65,620.2054023742676
66,622.7095127105713
67,621.6914653778076
68,621.889591217041
69,1637.2466087341309
70,1444.7619915008545
71,616.5792942047119
72,1623.6658096313477
73,622.3196983337402
74,623.3575344085693
75,621.7348575592041
76,621.0274696350098
77,621.833324432373
78,622.9352951049805
79,621.8752861022949
80,622.2877502441406
81,621.4032173156738
82,1235.6555461883545
83,622.8978633880615
84,621.077299118042
85,621.4478015899658
86,2468.971014022827
87,1257.9855918884277
88,877.3298263549805
89,617.6285743713379
90,622.7717399597168
91,619.6620464324951
92,1621.5581893920898
93,650.6175994873047
94,1232.4755191802979
95,622.3118305206299
96,621.2141513824463
97,619.837760925293
98,1239.3522262573242
99,620.7084655761719
100,621.8936443328857
