repeticao,livro,sucesso,tempo_s,ttfb_s,tamanho_bytes,vazao_Bps
1,livro1.txt,True,0.47511174400005984,0.10223822099942481,500000,1052384.00505616
1,livro2.txt,True,0.3663126400006149,0.10238672800005588,1000000,2729908.528404374
1,livro3.txt,True,0.5345404140007304,0.10348917500050447,2000000,3741531.879752814
1,livro4.txt,True,0.7406433260002814,0.10123717700025736,3000000,4050532.685146832
1,livro5.txt,True,1.1540294019996509,0.10124127800008864,5000000,4332645.243991377
2,livro1.txt,True,0.20478255499983788,0.10118107499965845,500000,2441614.228323286
2,livro2.txt,True,0.30852144099935686,0.10199510999973427,1000000,3241265.8153054737
2,livro3.txt,True,0.5131610899998122,0.10189400599938381,2000000,3897411.6295542433
2,livro4.txt,True,0.6942085179998685,0.10122877800040442,3000000,4321468.15000701
2,livro5.txt,True,1.0994366109998737,0.10150509000050079,5000000,4547783.79214859
3,livro1.txt,True,0.17863547900014964,0.10133651300020574,500000,2798996.0493770735
3,livro2.txt,True,0.278390921999744,0.10155242200016801,1000000,3592071.1523808935
3,livro3.txt,True,0.5863746329996502,0.10091109499990125,2000000,3410788.7474068017
3,livro4.txt,True,0.9355549379997683,0.1023975590005648,3000000,3206652.9480503295
3,livro5.txt,True,2.0446418339997763,0.10353780899913545,5000000,2445416.0708523127
4,livro1.txt,True,0.346394983999744,0.10248836299979303,500000,1443438.9153867469
4,livro2.txt,True,0.5943200789997718,0.10175342999991699,1000000,1682595.0112319593
4,livro3.txt,True,1.0837712930006091,0.10291638099988631,2000000,1845407.8022888505
4,livro4.txt,True,1.4687382390002313,0.10286968000036723,3000000,2042569.547342961
4,livro5.txt,True,2.168820844000038,0.10130650700011756,5000000,2305400.196531822
5,livro1.txt,True,0.2759170030003588,0.10146631399948092,500000,1812139.1380847588
5,livro2.txt,True,0.46854558199993335,0.10166232299980038,1000000,2134264.0682505514
5,livro3.txt,True,0.864205992999814,0.10150451599929511,2000000,2314263.053253821
5,livro4.txt,True,1.1958574210002553,0.10167472299963265,3000000,2508660.269458126
5,livro5.txt,True,2.224622472000192,0.10214454300057696,5000000,2247572.3692139206
6,livro1.txt,True,0.3418757719991845,0.10353890400074306,500000,1462519.549356053
6,livro2.txt,True,0.5951889660000234,0.10309219200007647,1000000,1680138.6738072708
6,livro3.txt,True,1.3327208270002302,0.10153415100012353,2000000,1500689.3863148538
6,livro4.txt,True,1.8151178759999311,0.10195666999970854,3000000,1652785.2210960838
6,livro5.txt,True,2.6649580339999375,0.10137724499963952,5000000,1876202.15260775
7,livro1.txt,True,0.32360748700011754,0.10140474600029847,500000,1545081.681005169
7,livro2.txt,True,0.5434378250001828,0.10172955999951228,1000000,1840136.909865749
7,livro3.txt,True,1.0200739259998954,0.10265019999951619,2000000,1960642.213297985
7,livro4.txt,True,1.4005154360002052,0.1058004409997011,3000000,2142068.5005570767
7,livro5.txt,True,2.093171718999656,0.10409826600061933,5000000,2388719.4512591353
8,livro1.txt,True,0.26851847899979475,0.10238779099927342,500000,1862069.2395638893
8,livro2.txt,True,0.45341338999969594,0.10156095499951334,1000000,2205492.8726314646
8,livro3.txt,True,0.864464020000014,0.10156285500033846,2000000,2313572.2872537454
8,livro4.txt,True,1.5819133929999225,0.10160475700013194,3000000,1896437.5757075008
8,livro5.txt,True,2.483930149000116,0.10124114100017323,5000000,2012939.0522566447
9,livro1.txt,True,0.41252689199973247,0.10189907000039966,500000,1212042.1957856852
9,livro2.txt,True,0.6812853189994712,0.10151435399984621,1000000,1467813.8103263255
9,livro3.txt,True,1.2069927649999954,0.10170486200058804,2000000,1657010.7609551477
9,livro4.txt,True,1.6552189880003425,0.10249869600011152,3000000,1812449.000252394
9,livro5.txt,True,2.515166068000326,0.10270870499971352,5000000,1987940.3048623474
10,livro1.txt,True,0.32766543999969144,0.10398015999999188,500000,1525946.709547613
10,livro2.txt,True,0.5256954189999306,0.10337460400023701,1000000,1902242.180276888
10,livro3.txt,True,0.9942386010006885,0.10162114499962627,2000000,2011589.5701364093
10,livro4.txt,True,1.2993694449996838,0.10232216799977323,3000000,2308812.1792803355
10,livro5.txt,True,1.989175626999895,0.10180295099962677,5000000,2513604.094144807
