repeticao,livro,sucesso,tempo_s,ttfb_s,tamanho_bytes,vazao_Bps
1,livro1.txt,True,3.9378124680006295,0.10373609000089345,500000,126974.05071041084
1,livro2.txt,True,6.277944268998908,0.1067695370002184,1000000,159287.81096992147
1,livro3.txt,True,14.909595193999849,0.10241712199967878,2000000,134141.80425266482
1,livro4.txt,True,23.90348930500113,0.10174278199883702,3000000,125504.68936651581
1,livro5.txt,True,38.222703127001296,0.10583301399856282,5000000,130812.30763263047
2,livro1.txt,True,4.290818498999215,0.1042292419988371,500000,116527.88392625308
2,livro2.txt,True,7.72991086500042,0.1060656529989501,1000000,129367.5978241627
2,livro3.txt,True,18.198598166998636,0.10559773900058644,2000000,109898.57469498958
2,livro4.txt,True,22.341136013999858,0.1057991329998913,3000000,134281.44379587856
2,livro5.txt,True,41.160130504000335,0.10766865900041012,5000000,121476.77713300865
3,livro1.txt,True,3.2384227869988536,0.10498184000061883,500000,154396.14679322505
3,livro2.txt,True,7.305193443000462,0.10365200399974128,1000000,136888.91441446485
3,livro3.txt,True,14.796450329000436,0.10456695399989258,2000000,135167.55407748587
3,livro4.txt,True,23.736496821999026,0.10584957799983385,3000000,126387.64778548092
3,livro5.txt,True,40.896202408001045,0.10457530900021084,5000000,122260.74074354117
4,livro1.txt,True,4.0419458279993705,0.11021013900062826,500000,123702.7959495151
4,livro2.txt,True,8.433507059999101,0.10172101900025154,1000000,118574.63246139816
4,livro3.txt,True,15.608045541001047,0.10413472800064483,2000000,128139.04180034362
4,livro4.txt,True,25.310305540999252,0.10402462300044135,3000000,118528.79433400786
4,livro5.txt,True,38.27521614499892,0.10338251200118975,5000000,130632.83512386658
5,livro1.txt,True,5.302457125000728,0.1025645509998867,500000,94295.9062587293
5,livro2.txt,True,6.975382762000663,0.10428993200002878,1000000,143361.30849300983
5,livro3.txt,True,17.98462075899988,0.10325144499984162,2000000,111206.12587836516
5,livro4.txt,True,22.74810513400007,0.10505922199990891,3000000,131879.11618696104
5,livro5.txt,True,39.229113826000685,0.10292630799995095,5000000,127456.35861613696
6,livro1.txt,True,3.861414913999397,0.10476768700027606,500000,129486.21454464037
6,livro2.txt,True,8.411933226001565,0.10349981699982891,1000000,118878.73728110046
6,livro3.txt,True,15.168839070000104,0.1043766049988335,2000000,131849.24639061297
6,livro4.txt,True,23.789427764999346,0.10323104600138322,3000000,126106.43810498914
6,livro5.txt,True,37.86613032099922,0.10531293799976993,5000000,132044.1238017706
7,livro1.txt,True,3.966749361999973,0.3371127560003515,500000,126047.79237877227
7,livro2.txt,True,8.003110693000053,0.10382612600005814,1000000,124951.41431376843
7,livro3.txt,True,15.270259921000616,0.10416101400005573,2000000,130973.54009341223
7,livro4.txt,True,25.31531713699951,0.3115890750013932,3000000,118505.32955067589
7,livro5.txt,True,37.318871165998644,0.10280455900101515,5000000,133980.47271471377
8,livro1.txt,True,5.294292873999439,0.10349773800044204,500000,94441.31858581668
8,livro2.txt,True,8.20704791299977,0.10317174099873228,1000000,121846.49225893072
8,livro3.txt,True,15.885598226999718,0.10336757300137833,2000000,125900.20038406423
8,livro4.txt,True,24.700019280999186,0.10493339599997853,3000000,121457.39506801881
8,livro5.txt,True,34.559547315999225,0.10482827399937378,5000000,144677.82098769757
9,livro1.txt,True,4.160583369999586,0.10346765299982508,500000,120175.45510692406
9,livro2.txt,True,8.816927485000633,0.10364950400071393,1000000,113418.19490987094
9,livro3.txt,True,16.845910522999475,0.1029206860002887,2000000,118723.17600579852
9,livro4.txt,True,21.69827484900088,0.10380251800052065,3000000,138259.8395898805
9,livro5.txt,True,40.71088921400042,0.10361210099836171,5000000,122817.26330557543
10,livro1.txt,True,4.084395369000049,0.10380620300020382,500000,122417.14007290415
10,livro2.txt,True,7.874234619999697,0.10372643200025777,1000000,126996.46991214981
10,livro3.txt,True,17.123424006000278,0.101190207999025,2000000,116799.07005159558
10,livro4.txt,True,21.52294789000007,0.1036820160006755,3000000,139386.1108307497
10,livro5.txt,True,38.171824603999994,0.10619249000046693,5000000,130986.66495172081
