repeticao,livro,sucesso,tempo_s,tamanho_bytes,vazao_Bps
1,livro1.txt,True,1.9949847139996564,500000,250628.48677049368
1,livro2.txt,True,12.084360474999812,1000000,82751.58640532159
1,livro3.txt,True,29.356374635000066,2000000,68128.3034729876
1,livro4.txt,True,31.027872470999682,3000000,96687.26087500718
1,livro5.txt,True,60.67247979900003,5000000,82409.68585039451
2,livro1.txt,True,5.858883035999497,500000,85340.4986800018
2,livro2.txt,True,11.49341874899983,1000000,87006.31394701608
2,livro3.txt,True,23.662477681999917,2000000,84522.00259321969
2,livro4.txt,True,35.095327804999215,3000000,85481.46399056172
2,livro5.txt,True,58.192189259999395,5000000,85922.18412096998
3,livro1.txt,True,4.422014926999509,500000,113070.62690972583
3,livro2.txt,True,11.188545496999723,1000000,89377.12236752812
3,livro3.txt,True,24.12049671099976,2000000,82917.03209776491
3,livro4.txt,True,31.874728956999206,3000000,94118.44737714219
3,livro5.txt,True,62.479372667999996,5000000,80026.41170180707
4,livro1.txt,True,5.3050512980007625,500000,94249.79550874988
4,livro2.txt,True,17.52239121599996,1000000,57069.836398064486
4,livro3.txt,True,27.83163482100008,2000000,71860.6726792391
4,livro4.txt,True,38.41107991199988,3000000,78102.46436374677
4,livro5.txt,True,62.76185202800025,5000000,79666.22778705329
5,livro1.txt,True,6.263679816000149,500000,79825.28077549297
5,livro2.txt,True,13.982057062999957,1000000,71520.23450442437
5,livro3.txt,True,20.43685723499948,2000000,97862.40501670026
5,livro4.txt,True,33.64051661600024,3000000,89178.1786303819
5,livro5.txt,True,59.71659788600027,5000000,83728.81538806116
6,livro1.txt,True,6.490563696999743,500000,77034.911502544
6,livro2.txt,True,10.834433887999694,1000000,92298.315753037
6,livro3.txt,True,21.640255661000083,2000000,92420.34989468197
6,livro4.txt,True,38.09989936399961,3000000,78740.36546234775
6,livro5.txt,True,62.94015010899966,5000000,79440.54774799563
7,livro1.txt,True,4.133176693999303,500000,120972.32637692898
7,livro2.txt,True,8.649432961999992,1000000,115614.51535532474
7,livro3.txt,True,27.25436411300052,2000000,73382.74309786543
7,livro4.txt,True,46.20859921400006,3000000,64922.98080940472
7,livro5.txt,True,52.875147030000335,5000000,94562.38480364124
8,livro1.txt,True,6.819938552000167,500000,73314.44355218697
8,livro2.txt,True,9.515979950000656,1000000,105086.39207462088
8,livro3.txt,True,18.154003738999563,2000000,110168.5352032552
8,livro4.txt,True,38.98480039600054,3000000,76953.06810671194
8,livro5.txt,True,66.71985101100017,5000000,74940.21530677046
9,livro1.txt,True,6.956413290000455,500000,71876.12051726835
9,livro2.txt,True,15.352508586000113,1000000,65135.93491241527
9,livro3.txt,True,33.19529292900006,2000000,60249.50598501153
9,livro4.txt,True,33.102041789000396,3000000,90628.85060452318
9,livro5.txt,True,66.8893910379993,5000000,74750.26939861871
10,livro1.txt,True,3.8494729829999415,500000,129887.9099056162
10,livro2.txt,True,16.596662730999924,1000000,60253.07715220116
10,livro3.txt,True,26.078502913000193,2000000,76691.51893696304
10,livro4.txt,True,40.453754548999314,3000000,74158.75320957594
10,livro5.txt,True,67.03662891700151,5000000,74586.08943761974
