repeticao,livro,sucesso,tempo_s,tamanho_bytes,vazao_Bps
1,livro1.txt,True,1.1042411439993884,500000,452799.6468136283
1,livro2.txt,True,0.25649538800007576,1000000,3898705.578283944
1,livro3.txt,True,0.21202191799966386,2000000,9432987.017894872
1,livro4.txt,True,0.32664143900001363,3000000,9184382.756775312
1,livro5.txt,True,0.27103579899994656,5000000,18447747.561203107
2,livro1.txt,True,0.10385586800020974,500000,4814364.4613224
2,livro2.txt,True,0.10749582100015687,1000000,9302687.217938833
2,livro3.txt,True,0.11928811699999642,2000000,16766129.353857268
2,livro4.txt,True,0.10891168099988136,3000000,27545254.764759973
2,livro5.txt,True,0.20860267399984878,5000000,23969012.01757186
3,livro1.txt,True,0.10357095600011235,500000,4827608.234102403
3,livro2.txt,True,0.1076127259993882,1000000,9292581.251084423
3,livro3.txt,True,0.11689081599979545,2000000,17109984.07268797
3,livro4.txt,True,0.12101159000030748,3000000,24791013.819357116
3,livro5.txt,True,0.21725863800020306,5000000,23014044.670552187
4,livro1.txt,True,0.10601545899953635,500000,4716293.309659554
4,livro2.txt,True,0.10931989800064912,1000000,9147465.541854624
4,livro3.txt,True,0.11803996399976313,2000000,16943414.181353133
4,livro4.txt,True,0.11048604700044962,3000000,27152749.88513067
4,livro5.txt,True,0.2089798899996822,5000000,23925747.11378977
5,livro1.txt,True,0.10379996600022423,500000,4816957.261806038
5,livro2.txt,True,0.10748072000023967,1000000,9303994.241923297
5,livro3.txt,True,0.1074521199998344,2000000,18612941.280293792
5,livro4.txt,True,0.11093796599925554,3000000,27042139.92908552
5,livro5.txt,True,0.2099891320003735,5000000,23810756.072800502
6,livro1.txt,True,0.10629827100001421,500000,4703745.3694795575
6,livro2.txt,True,0.10490791299980629,1000000,9532169.417971803
6,livro3.txt,True,0.12045816599948012,2000000,16603274.534402523
6,livro4.txt,True,0.11206671299987647,3000000,26769768.82513996
6,livro5.txt,True,0.2097133200004464,5000000,23842071.643276434
7,livro1.txt,True,0.10432108799977868,500000,4792894.7980398815
7,livro2.txt,True,0.10493281300023227,1000000,9529907.484685333
7,livro3.txt,True,0.11554935999993177,2000000,17308620.316037934
7,livro4.txt,True,0.11079136000080325,3000000,27077923.76570023
7,livro5.txt,True,0.21208961299998919,5000000,23574940.466321915
8,livro1.txt,True,0.11034877199926996,500000,4531088.030624463
8,livro2.txt,True,0.10555666399977781,1000000,9473584.72793442
8,livro3.txt,True,0.10635599899978843,2000000,18804769.066237427
8,livro4.txt,True,0.11421143900042807,3000000,26267071.199310917
8,livro5.txt,True,0.2102364899992608,5000000,23782741.04565568
9,livro1.txt,True,0.10328916700018453,500000,4840778.704306006
9,livro2.txt,True,0.11403063099987776,1000000,8769573.501711763
9,livro3.txt,True,0.12213738099944749,2000000,16375003.161473123
9,livro4.txt,True,0.11008976099947176,3000000,27250490.624776583
9,livro5.txt,True,0.21008548500049073,5000000,23799835.576400343
10,livro1.txt,True,0.10317976199985424,500000,4845911.546110238
10,livro2.txt,True,0.10497653899983561,1000000,9525937.981262326
10,livro3.txt,True,0.11183183600041957,2000000,17883995.036909673
10,livro4.txt,True,0.10909101800007193,3000000,27499972.54584261
10,livro5.txt,True,0.21238478399936866,5000000,23542176.16651324
